task_id,passed,generation_time,code
HumanEval/0,False,1.0549204349517822,"def has_close_elements(numbers:List[float], threshold:float)->bool:
    for i in range(len(numbers)):
        for j in range(i+1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False

print(has_close_elements([1.0,2.8,3.0,4.0,5.0,2.0],0.3))
print(has_close_elements([1.0,2.0,3.0],0.5))"
HumanEval/1,False,0.7223522663116455,"def separate_paren_groups(paren_string:str)->List[str]:
    stack = []
    result = []
    temp = ''
    for char in paren_string:
        if char == '(':
            stack.append(char)
            temp += char
        elif char == ')':
            stack.append(char)
            temp += char
            result.append(temp)
            temp = ''
    return result

print(separate_paren_groups('()(())(()())'))"
HumanEval/2,True,0.2806060314178467,"def truncate_number(number: float) -> float:
    return number - int(number)

print(truncate_number(3.5))  # Output: 0.5"
HumanEval/3,False,0.4685032367706299,"def below_zero(operations:List[int])->bool:
    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False

print(below_zero([1,2,3]))
print(below_zero([1,2,-4,5]))"
HumanEval/4,True,1.0018179416656494,"from typing import List

def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)

print(mean_absolute_deviation([1.0, 2.0, 3.0, 4.0]))"
HumanEval/5,True,0.9369299411773682,"from typing import List

def intersperse(numbers: List[int], delimiter: int) -> List[int]:
    result = []
    for i, num in enumerate(numbers):
        result.append(num)
        if i < len(numbers) - 1:
            result.append(delimiter)
    return result"
HumanEval/6,False,0.8500351905822754,"def parse_nested_parens(paren_string:str)->List[int]:
    stack = []
    levels = []
    max_level = 0
    for char in paren_string:
        if char == '(':
            stack.append(char)
            level = len(stack)
            levels.append(level)
            if level > max_level:
                max_level = level
        elif char == ')':
            stack.pop()
            levels.append(len(stack))
    return levels

print(parse_nested_parens('(()())((()))()((())()())'))"
HumanEval/7,True,0.6125631332397461,"from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [s for s in strings if substring in s]"
HumanEval/8,True,0.924206018447876,"from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int,int]:
    sum_numbers = sum(numbers)
    product_numbers = 1
    for num in numbers:
        product_numbers *= num
    return (sum_numbers, product_numbers)"
HumanEval/9,False,1.3057830333709717,"from typing import List, Tuple

def rolling_max(numbers: List[int]) -> List[int]:
    max_num = numbers[0]
    result = [max_num]
    for num in numbers[1:]:
        max_num = max(max_num, num)
        result.append(max_num)
    return result"
HumanEval/10,False,1.2109646797180176,"def is_palindrome(string:str)->bool:
    """"""Testifgivenstringisapalindrome""""""
    return string==string[::-1]

def make_palindrome(string:str)->str:
    """"""Findtheshortestpalindromethatbeginswithasuppliedstring.Algorithmideaissimple:-Findthelongestpostfixofsuppliedstringthatisapalindrome.-Appendtotheendofthestringreverseofastringprefixthatcomesbeforethepalindromicsuffix.""""""
    for i in range(len(string)):
        if is_palindrome(string[i:]):
            return string + string[:i][::-1]

# Test cases
print(make_palindrome('')) # ''
print(make_palindrome('cat')) # 'catac'
print(make_palindrome('cata')) # 'catac'"
HumanEval/11,True,0.5695762634277344,"def string_xor(a: str, b: str) -> str:
    result = """"
    for i in range(len(a)):
        if a[i] == b[i]:
            result += '0'
        else:
            result += '1'
    return result

print(string_xor('010', '110'))  # Output: '100'"
HumanEval/12,True,0.8297057151794434,"from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    longest_string = strings[0]
    for string in strings:
        if len(string) > len(longest_string):
            longest_string = string
    return longest_string"
HumanEval/13,True,0.4704430103302002,"def greatest_common_divisor(a:int, b:int) -> int:
    while b != 0:
        a, b = b, a % b
    return a

print(greatest_common_divisor(3, 5))
print(greatest_common_divisor(25, 15))"
HumanEval/14,True,0.918267011642456,"from typing import List

def all_prefixes(string:str) -> List[str]:
    return [string[:i] for i in range(1, len(string) + 1)]

print(all_prefixes('abc'))  # ['a', 'ab', 'abc']"
HumanEval/15,True,0.31281495094299316,"def string_sequence(n:int)->str:
    return ' '.join(str(i) for i in range(n+1))

print(string_sequence(0))
print(string_sequence(5))"
HumanEval/16,True,0.890470027923584,"def count_distinct_characters(string: str) -> int:
    return len(set(string.lower()))

print(count_distinct_characters('xyzXYZ'))  # Output: 3
print(count_distinct_characters('Jerry'))  # Output: 4"
